event_id,user_id,known_device,location_deviation,failed_login_count,recent_password_reset,mfa_verified,phone_change_frequency,login_time_deviation,trust_score,label
E001787,S0189,0,0.8435,2,0,0,1,0.2118,56,1
E001788,S0756,1,0.1976,0,0,1,0,0.0384,96,0
E001789,S3393,0,0.0415,0,0,1,0,0.0361,68,0
E001790,S0564,1,0.007,0,0,1,0,0.0893,90,0
E001791,S0547,1,0.0865,0,0,1,0,0.0018,99,0
E001792,S0284,1,0.354,2,0,1,2,0.4953,45,1
E001793,S0160,0,0.6825,2,1,1,7,0.7228,28,1
E001794,S0281,1,0.6238,1,1,0,4,0.1557,52,0
E001795,S1729,0,0.1572,0,0,1,0,0.2706,72,0
E001796,S0692,0,0.0864,0,0,1,0,0.1413,65,0
E001797,S1770,1,0.0263,0,0,1,0,0.1046,84,0
E001798,S3547,1,0.0723,0,0,1,0,0.0651,59,0
E001799,S3821,0,0.7286,1,0,0,1,0.6616,60,1
E001800,S2083,1,0.0209,1,1,1,0,0.0318,87,0
E001801,S0187,0,0.9459,3,1,0,3,0.5068,29,1
E001802,S3308,1,0.0606,0,0,1,0,0.5893,74,0
E001803,S3784,0,0.3642,0,0,1,0,0.0465,59,1
E001804,S2516,1,0.0731,0,0,1,0,0.0206,77,0
E001805,S0040,0,0.7422,3,1,0,3,0.5308,26,1
E001806,S0275,1,0.0457,0,1,1,0,0.0259,89,0
E001807,S0244,0,0.6307,2,1,0,3,0.7846,0,1
E001808,S2571,1,0.0947,0,0,1,0,0.1055,78,0
E001809,S1694,0,0.5413,4,1,0,0,0.8129,10,1
E001810,S0086,0,0.7607,2,1,0,2,0.6986,7,1
E001811,S1495,0,0.0993,0,0,1,0,0.0898,87,0
E001812,S1447,1,0.0905,0,0,1,0,0.189,76,0
E001813,S3565,1,0.0249,0,0,1,0,0.1019,74,0
E001814,S3639,1,0.0327,0,1,1,2,0.1247,67,0
E001815,S4170,0,0.0649,0,0,1,1,0.0905,95,0
E001816,S2831,0,0.0993,0,0,1,0,0.1969,87,0
E001817,S3555,1,0.0313,0,0,1,0,0.0302,70,0
E001818,S2247,1,0.0447,0,0,1,0,0.0917,83,0
E001819,S0868,0,0.6885,2,0,0,1,0.7689,36,1
E001820,S0599,0,0.6893,1,1,0,1,0.4656,25,1
E001821,S2976,1,0.1031,0,0,1,0,0.0344,70,0
E001822,S0346,1,0.1302,0,0,1,0,0.3668,90,0
E001823,S2060,1,0.0955,0,0,1,0,0.0772,82,0
E001824,S1961,0,0.6897,2,0,0,1,0.6079,37,1
E001825,S1984,1,0.0844,0,0,1,0,0.0894,86,0
E001826,S1507,1,0.0311,0,0,1,0,0.1065,81,0
E001827,S1067,1,0.6514,2,1,0,0,0.7821,49,1
E001828,S3326,1,0.0024,0,0,1,0,0.0423,48,0
E001829,S2943,1,0.1142,0,0,1,0,0.1033,89,0
E001830,S0078,1,0.2684,1,1,0,3,0.3999,44,1
E001831,S2050,1,0.1101,2,0,1,0,0.0428,75,0
E001832,S0086,0,0.6482,2,1,1,4,0.8451,33,0
E001833,S2929,0,0.0259,0,0,1,0,0.039,89,0
E001834,S2696,0,0.4223,2,1,0,0,0.448,59,1
E001835,S2241,1,0.0978,0,0,1,0,0.0644,84,0
E001836,S3938,0,0.2966,0,0,0,2,0.3314,74,1
E001837,S2347,1,0.3645,0,0,0,1,0.2041,61,0
E001838,S0469,1,0.0798,0,0,1,0,0.0822,88,0
E001839,S0414,1,0.1509,0,1,1,0,0.0733,75,0
E001840,S3595,1,0.0519,0,0,1,0,0.2896,74,0
E001841,S2701,0,0.2891,0,1,1,0,0.6807,25,1
E001842,S3314,1,0.0635,1,0,1,0,0.0751,73,0
E001843,S3394,1,0.1394,0,0,1,0,0.0751,77,0
E001844,S2595,1,0.103,1,0,1,0,0.0291,65,0
E001845,S3359,1,0.1471,1,0,1,0,0.3937,48,0
E001846,S0751,1,0.1341,1,0,1,0,0.4003,77,0
E001847,S1478,1,0.0387,0,0,1,1,0.0453,76,0
E001848,S2113,1,0.0222,0,0,1,0,0.1667,80,0
E001849,S2965,1,0.0567,0,1,1,0,0.2163,62,1
E001850,S2755,1,0.0448,0,0,1,0,0.0967,84,0
E001851,S0038,0,0.7911,1,0,1,3,0.5081,50,1
E001852,S0308,0,0.1861,1,1,1,0,0.0519,65,0
E001853,S0305,1,0.1328,0,0,1,1,0.0894,57,0
E001854,S3289,0,0.0692,0,1,1,0,0.0658,72,0
E001855,S0410,0,0.3136,0,1,1,0,0.2118,70,0
E001856,S4056,0,0.1997,0,0,1,0,0.0787,64,0
E001857,S2236,0,0.1222,0,1,1,1,0.189,81,0
E001858,S2740,1,0.2709,1,0,1,0,0.3424,71,1
E001859,S0135,0,0.5975,5,1,0,5,0.8592,24,0
E001860,S0167,1,0.3897,2,0,1,4,0.3695,55,1
E001861,S0052,0,0.6596,3,0,1,3,0.1189,15,1
E001862,S3113,0,0.5735,2,1,0,1,0.2963,17,1
E001863,S3025,1,0.1179,0,0,1,0,0.0476,93,0
E001864,S1911,1,0.0408,0,1,1,0,0.0811,74,0
E001865,S1474,0,0.1857,0,0,1,0,0.1479,77,0
E001866,S2419,1,0.0792,0,0,1,0,0.1573,70,0
E001867,S1013,0,0.0822,1,1,1,0,0.0844,74,0
E001868,S0091,0,0.096,0,0,1,0,0.2953,78,0
E001869,S3650,1,0.0628,0,0,1,0,0.4161,82,0
E001870,S1871,1,0.0325,0,0,1,0,0.0526,70,0
E001871,S1622,1,0.1987,0,0,1,0,0.6133,63,0
E001872,S4168,1,0.0877,0,0,1,0,0.0348,67,0
E001873,S2291,1,0.0661,0,0,1,0,0.0301,79,0
E001874,S0680,0,0.3472,0,0,1,0,0.098,99,0
E001875,S0069,1,0.3871,0,0,0,1,0.4466,70,0
E001876,S3455,1,0.0438,0,0,1,0,0.1858,72,0
E001877,S0838,0,0.4933,2,0,0,0,0.7641,33,1
E001878,S0110,0,0.3361,1,0,1,2,0.3803,37,1
E001879,S3013,0,0.5572,1,0,0,1,0.543,100,0
E001880,S1160,1,0.036,0,0,1,0,0.7753,79,0
E001881,S3721,1,0.5785,0,0,1,0,0.267,93,0
E001882,S3915,1,0.0857,0,0,1,0,0.055,92,0
E001883,S2097,1,0.0348,1,0,1,0,0.046,76,0
E001884,S1936,0,0.8686,2,0,1,0,0.6145,15,1
E001885,S3879,1,0.1888,1,0,0,0,0.8697,35,0
E001886,S0218,1,0.5238,0,0,0,6,0.3066,41,0
E001887,S1802,1,0.051,0,0,1,0,0.1083,89,1
E001888,S2340,1,0.0507,0,0,1,0,0.1412,70,0
E001889,S0201,0,0.6444,4,1,0,2,0.6642,8,1
E001890,S1843,1,0.0253,0,0,1,0,0.0792,84,0
E001891,S0210,1,0.0949,0,0,1,1,0.3467,94,0
E001892,S1159,0,0.0329,0,0,1,0,0.0818,100,1
E001893,S0013,0,0.9688,5,1,1,4,0.6572,14,1
E001894,S0137,0,0.0188,0,0,1,0,0.1166,68,0
E001895,S0269,1,0.1179,1,1,1,5,0.1752,33,1
E001896,S3238,1,0.0522,0,0,1,1,0.0892,69,0
E001897,S0113,0,0.1744,0,0,1,0,0.1472,83,0
E001898,S0044,0,0.9049,3,1,0,3,0.7009,14,1
E001899,S2191,1,0.0564,0,0,1,0,0.0582,90,0
E001900,S3161,1,0.1436,0,0,1,0,0.1682,79,0
E001901,S3602,1,0.0121,1,0,1,0,0.7363,73,0
E001902,S3795,0,0.3823,1,0,1,0,0.6355,24,1
E001903,S4184,1,0.0462,0,0,1,0,0.0741,96,0
E001904,S1240,1,0.0887,0,0,1,0,0.182,86,0
E001905,S0015,0,0.6028,0,0,1,2,0.2048,36,1
E001906,S1344,1,0.0554,2,0,1,0,0.1449,34,1
E001907,S2809,1,0.0449,0,0,1,0,0.7171,70,0
E001908,S4182,1,0.0612,0,0,1,0,0.5426,62,0
E001909,S1094,1,0.0868,0,0,1,0,0.0246,75,0
E001910,S0209,1,0.4017,0,0,1,4,0.2973,44,1
E001911,S0180,0,0.4725,0,0,0,4,0.4673,50,0
E001912,S3425,1,0.1193,0,0,1,0,0.5498,77,0
E001913,S1662,1,0.0591,0,0,1,0,0.1249,80,0
E001914,S2643,0,0.7059,1,1,0,1,0.4675,15,1
E001915,S0240,1,0.1497,0,0,1,0,0.2631,65,0
E001916,S0196,1,0.0628,0,0,1,0,0.152,88,0
E001917,S2641,0,0.289,2,0,0,0,0.6772,35,1
E001918,S0686,1,0.4737,1,1,1,0,0.2424,58,1
E001919,S0081,0,0.7936,6,1,0,8,0.7155,7,1
E001920,S0017,0,0.4964,1,1,1,4,0.368,42,1
E001921,S3836,1,0.0695,0,0,1,0,0.152,86,0
E001922,S3871,1,0.0331,0,0,1,0,0.1842,93,0
E001923,S3699,0,0.3792,0,0,1,0,0.4117,87,0
E001924,S0114,1,0.1358,2,0,1,0,0.1047,92,0
E001925,S0070,0,0.8385,1,0,0,3,0.3241,46,1
E001926,S0169,1,0.0272,0,0,1,0,0.2303,67,0
E001927,S0102,0,0.6248,0,1,1,2,0.3051,31,1
E001928,S1074,0,0.7759,3,1,1,1,0.3838,49,1
E001929,S3532,1,0.2402,0,0,1,0,0.3742,29,0
E001930,S1549,0,0.2027,0,0,1,1,0.4419,51,0
E001931,S1426,1,0.1371,0,0,1,0,0.093,90,0
E001932,S0875,1,0.6653,0,1,1,0,0.0826,28,0
E001933,S0496,0,0.141,0,0,1,0,0.294,62,0
E001934,S0993,0,0.7051,1,1,1,0,0.6869,19,1
E001935,S0249,1,0.6178,1,1,1,5,0.1187,33,1
E001936,S0535,0,0.0353,1,1,1,0,0.1165,67,0
E001937,S0328,1,0.0323,1,1,1,0,0.1168,79,0
E001938,S1374,1,0.2555,0,1,1,0,0.2587,76,0
E001939,S4186,1,0.0272,1,0,1,0,0.0452,79,0
E001940,S0079,1,0.4972,1,0,1,2,0.6425,45,1
E001941,S2464,1,0.1378,0,0,1,0,0.0193,91,0
E001942,S3702,0,0.0383,1,0,1,0,0.0687,74,0
E001943,S0087,0,0.7506,1,1,0,6,0.5959,18,1
E001944,S1733,1,0.0232,0,1,1,0,0.2135,62,1
E001945,S2401,1,0.1056,0,0,1,0,0.0648,69,0
E001946,S3908,1,0.0789,0,0,1,0,0.0217,81,0
E001947,S0888,0,0.5033,0,0,1,0,0.2734,56,0
E001948,S2439,1,0.0628,0,1,1,0,0.0991,71,0
E001949,S0347,0,0.0973,1,0,0,1,0.5498,81,1
E001950,S2766,1,0.3961,0,0,1,2,0.3837,56,1
E001951,S3408,1,0.0479,1,0,1,0,0.0579,69,1
E001952,S3859,1,0.2232,0,0,1,0,0.0846,88,0
E001953,S0007,1,0.3585,0,0,1,4,0.1445,53,1
E001954,S0118,0,0.7934,4,1,0,5,0.9294,20,1
E001955,S0064,0,0.4836,1,1,1,5,0.1877,53,1
E001956,S2222,1,0.0879,0,0,1,0,0.0871,85,0
E001957,S3484,0,0.1147,0,1,1,0,0.1368,85,1
E001958,S1294,1,0.0198,0,0,1,0,0.1675,73,0
E001959,S0812,1,0.3368,1,1,0,0,0.2437,71,0
E001960,S4019,0,0.7168,0,1,1,1,0.4836,70,0
E001961,S0728,1,0.0716,0,0,1,0,0.1425,70,0
E001962,S3803,0,0.2728,0,0,1,0,0.0698,83,0
E001963,S3438,1,0.0701,0,0,1,0,0.0862,81,0
E001964,S2326,0,0.2691,0,1,1,0,0.2834,54,0
E001965,S3223,1,0.1149,0,0,1,0,0.0864,76,0
E001966,S1872,0,0.018,0,0,1,0,0.1346,81,0
E001967,S0616,1,0.0245,0,0,0,0,0.1162,86,0
E001968,S1211,1,0.0347,0,0,1,0,0.0397,86,0
E001969,S3470,0,0.1169,0,0,1,1,0.0918,90,0
E001970,S0156,0,0.3649,0,0,0,2,0.2993,59,0
E001971,S2559,0,0.0933,1,1,1,3,0.2663,58,0
E001972,S2818,1,0.1857,0,0,1,0,0.1319,66,0
E001973,S1450,1,0.0308,0,0,1,0,0.114,88,0
E001974,S0034,0,0.3837,0,1,1,4,0.3551,53,1
E001975,S3165,1,0.0131,0,0,1,0,0.0696,88,0
E001976,S3524,1,0.1099,0,1,1,0,0.0596,60,0
E001977,S3945,0,0.1294,0,0,1,0,0.0301,77,0
E001978,S1437,1,0.1443,0,0,1,0,0.2384,69,0
E001979,S0107,0,0.4624,2,0,0,4,0.3354,58,1
E001980,S0652,1,0.0527,0,0,1,0,0.6098,79,0
E001981,S3273,0,0.4841,1,1,1,0,0.7579,30,1
E001982,S3637,1,0.1153,0,0,1,1,0.1249,85,0
E001983,S0015,1,0.0391,1,0,1,0,0.3267,78,0
E001984,S0286,1,0.4086,0,0,1,3,0.3241,68,1
E001985,S0150,0,0.5846,6,1,0,6,0.8146,2,1
E001986,S3045,1,0.1078,0,0,1,0,0.2913,82,0
E001987,S3475,1,0.1924,0,0,1,1,0.0651,66,0
E001988,S0346,0,0.3931,1,1,0,0,0.7035,48,0
E001989,S2318,0,0.1456,0,1,1,0,0.2345,60,0
E001990,S0004,0,0.7624,5,1,0,3,0.9397,24,1
E001991,S0202,0,0.7397,0,1,1,2,0.7418,36,1
E001992,S0053,0,0.9132,3,0,0,2,0.5905,10,0
E001993,S1682,1,0.1695,0,0,1,0,0.0455,86,0
E001994,S0374,1,0.0223,0,0,1,0,0.0886,70,0
E001995,S0256,1,0.49,1,0,1,1,0.2859,89,0
E001996,S0533,1,0.1778,0,0,1,1,0.4571,46,1
E001997,S0741,1,0.106,0,0,1,0,0.2086,72,0
E001998,S2084,1,0.0384,1,0,1,0,0.0812,77,0
E001999,S3778,0,0.4245,1,1,0,2,0.4166,65,1
E002000,S0063,0,0.6871,3,1,1,4,0.3591,16,1
E002001,S2262,1,0.1338,0,0,1,0,0.7346,89,1
E002002,S3757,0,0.2171,0,1,1,0,0.1335,59,0
E002003,S2814,1,0.4692,0,0,1,2,0.4216,77,0
E002004,S2456,1,0.0908,0,0,1,0,0.0222,76,0
E002005,S1458,1,0.2916,0,1,1,0,0.7101,51,0
E002006,S0474,0,0.0283,0,0,1,0,0.1638,84,0
E002007,S0301,1,0.1098,0,0,0,1,0.0165,75,0
E002008,S2338,1,0.037,0,0,1,0,0.7043,68,0
E002009,S0233,0,0.6766,3,1,1,3,0.4516,2,1
E002010,S1922,0,0.1336,0,0,1,0,0.279,60,1
E002011,S0497,1,0.0398,0,0,1,0,0.2399,85,0
E002012,S3572,1,0.0958,0,0,1,0,0.0623,65,0
E002013,S0336,1,0.425,0,1,1,1,0.2895,65,1
E002014,S1483,0,0.3836,0,0,1,1,0.7416,69,0
E002015,S1633,0,0.3445,0,0,0,0,0.4338,65,0
E002016,S0632,1,0.0438,0,0,1,0,0.6936,70,0
E002017,S0187,0,0.7451,0,1,0,2,0.4059,62,0
E002018,S2767,1,0.1594,0,0,1,1,0.1676,72,0
E002019,S1342,1,0.1179,0,0,1,0,0.0465,72,0
E002020,S0067,0,0.5502,0,0,0,2,0.4861,34,1
E002021,S2240,1,0.1055,1,0,1,0,0.0811,71,0
E002022,S2633,1,0.0251,0,0,1,0,0.1119,76,0
E002023,S1294,1,0.5881,2,0,0,1,0.6996,18,1
E002024,S3482,1,0.0439,0,0,1,0,0.0746,56,0
E002025,S2305,0,0.3038,0,0,1,1,0.4088,90,1
E002026,S0167,0,0.4574,2,0,1,0,0.527,56,0
E002027,S0670,0,0.0663,1,0,1,0,0.1116,51,0
E002028,S1063,1,0.0542,0,0,1,0,0.0486,77,0
E002029,S0307,1,0.356,0,0,1,1,0.4862,44,0
E002030,S3305,1,0.188,0,0,1,0,0.233,87,0
E002031,S3883,1,0.077,0,0,1,0,0.0726,86,0
E002032,S0351,0,0.3312,0,0,1,0,0.087,66,0
E002033,S0930,0,0.4906,2,1,0,0,0.744,40,1
E002034,S0312,1,0.014,0,0,1,0,0.4743,72,0
E002035,S1324,0,0.0846,0,1,1,0,0.0903,77,0
E002036,S3660,0,0.2994,0,0,1,0,0.4794,60,0
E002037,S0592,1,0.0023,0,0,1,0,0.1307,73,0
E002038,S3718,1,0.0541,0,0,1,0,0.1077,97,0
E002039,S2406,0,0.0431,1,0,1,0,0.316,75,0
E002040,S3644,1,0.0222,0,0,1,0,0.0745,88,0
E002041,S1727,1,0.133,0,0,1,0,0.0507,92,0
E002042,S3816,1,0.0339,0,0,1,0,0.0084,78,0
E002043,S2518,1,0.0526,0,1,1,0,0.0242,73,0
E002044,S0275,0,0.9055,5,1,0,8,0.5902,7,1
E002045,S0586,1,0.0807,0,0,1,0,0.2207,63,0
E002046,S1796,0,0.805,1,0,1,0,0.5703,19,1
E002047,S2501,1,0.0265,0,0,1,0,0.0944,91,0
E002048,S1853,1,0.0665,0,0,1,0,0.033,82,0
E002049,S0257,1,0.0646,1,0,1,0,0.5439,79,0
E002050,S0055,0,0.7694,5,1,0,4,0.6336,17,1
E002051,S3383,1,0.3201,0,0,0,0,0.4571,97,0
E002052,S0571,0,0.3243,0,0,1,1,0.3735,55,0
E002053,S3470,0,0.4672,1,0,0,0,0.4216,54,0
E002054,S2428,0,0.0896,0,0,1,0,0.0921,76,1
E002055,S2681,0,0.0529,3,0,1,0,0.0789,81,1
E002056,S2070,0,0.5293,0,1,0,0,0.2825,65,0
E002057,S0024,1,0.4536,0,0,1,1,0.5557,67,1
E002058,S3491,1,0.0914,0,0,1,0,0.467,84,0
E002059,S1939,1,0.0979,0,1,1,0,0.0798,79,0
E002060,S1166,0,0.5164,3,1,0,0,0.4791,45,1
E002061,S3174,1,0.0868,0,1,0,1,0.821,64,0
E002062,S1275,0,0.3839,4,0,0,0,0.7348,29,1
E002063,S3516,1,0.0853,0,0,1,0,0.1535,78,0
E002064,S2608,0,0.7802,2,0,0,1,0.1309,30,0
E002065,S2743,0,0.4461,2,1,1,0,0.5767,78,1
E002066,S1478,1,0.092,0,0,1,0,0.0596,73,0
E002067,S0057,1,0.3316,0,0,0,5,0.5657,60,0
E002068,S2549,1,0.1202,0,1,1,0,0.0967,79,0
E002069,S1396,1,0.1099,0,0,1,0,0.1568,69,0
E002070,S0213,0,0.7752,7,1,0,4,0.6927,0,1
E002071,S0291,1,0.3586,1,0,1,1,0.3196,56,1
E002072,S4199,1,0.0104,1,0,1,0,0.0878,84,0
E002073,S1282,1,0.0666,0,1,1,0,0.1476,63,0
E002074,S1956,1,0.1327,0,0,1,0,0.0755,66,0
E002075,S4077,1,0.066,0,0,1,0,0.2688,71,0
E002076,S0072,1,0.3261,0,0,0,5,0.3442,22,1
E002077,S3963,1,0.031,0,0,0,0,0.0864,88,0
E002078,S1988,0,0.6093,0,1,0,1,0.831,22,1
E002079,S2135,0,0.1006,0,0,0,0,0.4835,83,1
E002080,S1903,1,0.3309,1,0,1,1,0.3082,91,1
E002081,S0024,0,0.6021,1,0,1,6,0.4553,38,0
E002082,S0535,0,0.5074,0,1,1,0,0.4795,53,0
E002083,S1798,0,0.5798,0,0,1,0,0.192,65,1
E002084,S3101,0,0.4215,0,0,1,0,0.3737,65,0
E002085,S0470,1,0.0946,0,0,1,0,0.053,65,0
E002086,S3122,1,0.0591,0,0,1,1,0.1606,69,0
E002087,S3539,0,0.0915,2,0,1,1,0.1402,81,0
E002088,S0666,1,0.1809,1,0,1,0,0.0758,86,0
E002089,S0066,1,0.1563,0,0,1,0,0.5499,75,0
E002090,S3103,0,0.7908,2,1,1,0,0.9059,30,1
E002091,S0008,0,0.5447,4,1,1,1,0.6341,30,1
E002092,S0215,1,0.0446,0,0,1,0,0.0675,81,0
E002093,S0233,1,0.0456,0,0,1,0,0.1545,87,0
E002094,S0137,0,0.6657,2,1,0,3,0.7004,11,1
E002095,S3526,0,0.1223,0,0,1,0,0.1036,78,0
E002096,S0317,0,0.4108,0,0,1,1,0.328,69,0
E002097,S3914,1,0.0575,0,0,1,0,0.4444,73,0
E002098,S0052,1,0.1298,0,0,1,0,0.0136,93,0
E002099,S1527,0,0.7037,1,1,1,1,0.6658,32,1
E002100,S0905,1,0.0407,0,0,1,0,0.1058,85,0
E002101,S1440,0,0.2616,1,1,1,0,0.5014,92,1
E002102,S1575,1,0.0491,0,0,1,0,0.1417,72,0
E002103,S1298,1,0.1337,0,0,1,0,0.527,69,0
E002104,S3349,1,0.0289,0,0,1,0,0.1397,88,0
E002105,S2853,1,0.0482,0,0,0,0,0.0258,90,0
E002106,S0590,0,0.2453,0,0,1,1,0.4678,52,1
E002107,S1468,1,0.0229,0,1,1,0,0.2642,68,1
E002108,S1951,1,0.1429,1,0,1,0,0.1895,88,0
E002109,S0058,1,0.5746,1,0,0,4,0.4302,78,1
E002110,S2184,1,0.3361,0,1,0,0,0.4353,29,1
E002111,S1787,1,0.1333,0,0,1,0,0.0646,81,0
E002112,S2626,0,0.3321,0,0,1,0,0.1837,48,0
E002113,S3710,1,0.0374,0,0,1,0,0.5391,90,0
E002114,S0595,0,0.6218,4,0,0,0,0.5689,77,1
E002115,S0719,1,0.1608,0,0,1,0,0.0274,70,0
E002116,S2454,0,0.5314,1,0,1,0,0.3913,44,0
E002117,S2557,1,0.091,0,1,1,0,0.0855,83,0
E002118,S0859,0,0.4305,4,1,1,0,0.3641,49,1
E002119,S3901,1,0.1521,0,0,1,0,0.107,66,0
E002120,S2455,1,0.0486,0,0,1,0,0.2121,75,0
E002121,S0583,0,0.0622,0,1,1,0,0.0693,59,0
E002122,S0281,0,0.3194,0,0,1,1,0.0858,81,0
E002123,S3807,1,0.0357,1,0,1,0,0.2803,97,0
E002124,S0015,0,0.5748,2,1,0,2,0.2695,18,1
E002125,S3490,1,0.0335,0,0,1,0,0.005,90,0
E002126,S1785,1,0.1241,0,0,1,0,0.0284,88,0
E002127,S3980,0,0.6274,3,1,0,0,0.6548,25,1
E002128,S3163,1,0.0566,0,0,1,0,0.0509,83,0
E002129,S2048,0,0.0699,0,0,1,0,0.1357,81,0
E002130,S2526,1,0.1032,0,0,1,0,0.1133,69,0
E002131,S1282,1,0.0411,0,0,1,0,0.215,77,0
E002132,S2162,1,0.3282,1,0,1,0,0.4829,46,1
E002133,S3926,1,0.1673,1,0,1,0,0.0979,68,0
E002134,S4096,1,0.0944,0,0,0,0,0.0572,73,0
E002135,S0185,1,0.3879,2,0,1,2,0.3147,51,1
E002136,S2647,0,0.223,0,0,0,1,0.3239,39,0
E002137,S0500,1,0.0457,0,0,1,0,0.0377,85,0
E002138,S1118,0,0.5506,4,1,1,1,0.7926,34,1
E002139,S3124,1,0.0009,0,1,1,0,0.4539,78,0
E002140,S1709,1,0.1198,0,0,1,0,0.0517,80,0
E002141,S2305,1,0.2072,0,0,1,0,0.0454,73,1
E002142,S0142,1,0.0239,0,0,1,0,0.2056,78,1
E002143,S0138,0,0.5606,1,0,0,8,0.2429,51,1
E002144,S2979,1,0.1487,0,0,0,0,0.0945,100,0
E002145,S0265,1,0.2353,1,0,1,1,0.3049,54,0
E002146,S1930,0,0.2357,0,0,1,0,0.1033,63,0
E002147,S0467,1,0.0432,0,0,1,0,0.0946,78,0
E002148,S3092,1,0.084,0,0,1,0,0.0344,84,0
E002149,S0794,1,0.151,0,1,1,0,0.2887,57,0
E002150,S4057,1,0.066,0,0,1,0,0.1184,73,0
E002151,S2330,0,0.5887,0,1,0,1,0.1587,45,1
E002152,S0356,0,0.0775,0,0,1,0,0.1642,72,0
E002153,S3211,0,0.0851,0,0,1,1,0.1139,85,0
E002154,S3775,0,0.1094,0,0,1,0,0.3138,53,0
E002155,S0137,0,0.4529,1,1,0,0,0.4488,69,0
E002156,S1140,1,0.0219,0,0,1,0,0.0855,74,0
E002157,S0118,0,0.5093,1,0,1,7,0.3954,66,0
E002158,S2323,0,0.0367,0,0,1,0,0.271,74,0
E002159,S4058,0,0.4387,3,1,1,0,0.82,31,1
E002160,S3321,1,0.2417,0,0,1,0,0.0962,86,0
E002161,S0962,1,0.0614,0,0,1,0,0.347,85,0
E002162,S2339,1,0.1942,0,0,1,0,0.0908,74,0
E002163,S3580,1,0.0958,0,0,1,0,0.0811,88,0
E002164,S2246,0,0.1034,0,0,1,0,0.2216,61,0
E002165,S0137,1,0.1787,0,0,1,0,0.0325,61,0
E002166,S2786,1,0.472,0,0,1,1,0.4484,47,1
E002167,S2610,1,0.2094,0,0,1,0,0.0123,72,0
E002168,S0401,1,0.0821,0,0,1,0,0.0794,78,0
E002169,S3600,0,0.4961,0,1,1,0,0.3181,75,0
E002170,S3997,1,0.086,0,0,1,0,0.1102,74,0
E002171,S0206,0,0.4956,1,1,1,4,0.5312,15,1
E002172,S2902,0,0.7944,2,1,1,0,0.2605,13,1
E002173,S0956,1,0.4547,0,1,0,0,0.4495,56,0
E002174,S0253,0,0.8223,4,1,0,4,0.7882,19,1
E002175,S1499,1,0.1275,0,0,1,0,0.3132,63,0
E002176,S3202,1,0.0756,0,0,1,0,0.0953,73,0
E002177,S2442,1,0.4244,1,1,1,1,0.6762,57,1
E002178,S2532,1,0.15,0,0,1,0,0.1242,59,0
E002179,S2348,1,0.0336,0,0,1,0,0.2128,81,0
E002180,S3662,0,0.663,5,0,0,0,0.707,37,1
E002181,S2154,1,0.0257,0,0,1,0,0.6496,91,0
E002182,S3923,1,0.2181,1,1,1,0,0.1702,69,0
E002183,S0152,0,0.0828,0,0,1,0,0.6526,69,0
E002184,S3526,0,0.2501,0,0,1,1,0.3476,71,0
E002185,S2897,0,0.1311,0,0,1,1,0.0139,86,0
E002186,S0667,0,0.152,0,1,1,2,0.1991,44,0
E002187,S0218,1,0.027,0,1,1,0,0.0522,81,0
E002188,S1044,0,0.1562,0,0,1,0,0.8186,70,0
E002189,S3937,1,0.1527,0,1,1,0,0.2885,73,0
E002190,S2641,1,0.0141,0,0,1,0,0.074,82,0
E002191,S0249,0,0.5881,4,1,0,4,0.3399,12,1
E002192,S2338,1,0.1113,0,0,1,0,0.0496,81,0
E002193,S0815,1,0.2732,0,0,1,1,0.3203,91,1
E002194,S2970,1,0.0466,0,0,1,0,0.6722,79,0
E002195,S0482,0,0.8631,3,0,1,1,0.8283,23,1
E002196,S1241,0,0.7242,2,1,0,1,0.6078,46,1
E002197,S3600,1,0.0491,0,0,1,0,0.1794,72,0
E002198,S2090,0,0.1679,0,1,0,0,0.4628,33,0
E002199,S3537,1,0.0496,0,0,1,0,0.1792,72,0
E002200,S4104,0,0.1812,0,1,1,0,0.1617,83,0
E002201,S1106,1,0.1036,0,0,1,0,0.1172,66,0
E002202,S3412,1,0.5252,0,0,0,0,0.5828,82,1
E002203,S2948,1,0.1086,0,1,1,0,0.264,72,0
E002204,S3050,1,0.0506,1,1,1,0,0.0856,91,0
E002205,S2109,1,0.1064,0,1,1,0,0.3686,78,0
E002206,S3116,1,0.07,0,0,1,0,0.055,73,1
E002207,S0288,1,0.1211,0,1,1,0,0.1837,62,0
E002208,S0167,1,0.1335,2,0,1,0,0.0604,85,0
E002209,S0678,1,0.0956,0,0,1,0,0.0553,70,1
E002210,S0740,1,0.055,0,0,0,0,0.1093,86,0
E002211,S2318,0,0.0352,0,0,1,0,0.2475,47,0
E002212,S2340,1,0.1765,0,0,1,0,0.0653,99,0
E002213,S3423,1,0.1504,0,1,1,0,0.199,58,0
E002214,S0004,1,0.356,1,1,0,1,0.4785,64,0
E002215,S0255,1,0.2082,0,0,0,2,0.3259,48,1
E002216,S0961,0,0.3279,0,0,1,1,0.7314,57,1
E002217,S0038,1,0.5804,2,0,1,0,0.7466,44,1
E002218,S0205,0,0.5051,3,1,0,4,0.6706,9,1
E002219,S3529,0,0.2314,2,1,1,2,0.2259,82,1
E002220,S3069,1,0.0216,0,0,1,0,0.0174,100,0
E002221,S0668,0,0.5031,2,0,0,0,0.342,38,1
E002222,S0260,1,0.0198,0,0,1,0,0.1383,85,0
E002223,S3112,0,0.4335,0,0,0,0,0.684,49,0
